#gene_id	GO
SpGA2022_050592-R0	GO:0016787
SpGA2022_002864-R0	NA
SpGA2022_002865-R0	GO:0003677,GO:0006355
SpGA2022_050593-R0	GO:0005085,GO:0007264
SpGA2022_002867-R0	NA
SpGA2022_002868-R0	NA
SpGA2022_002869-R0	NA
SpGA2022_002870-R0	NA
SpGA2022_002871-R0	NA
SpGA2022_002872-R0	NA
SpGA2022_002873-R0	GO:0005515
SpGA2022_050594-R0	NA
SpGA2022_050595-R0	NA
SpGA2022_002875-R0	GO:0005576,GO:0009664
SpGA2022_002877-R0	NA
SpGA2022_002878-R0	GO:0016592
SpGA2022_002879-R0	NA
SpGA2022_002880-R0	GO:0000166,GO:0000287,GO:0005524,GO:0015914,GO:0016021,GO:0016887,GO:0140326
SpGA2022_002881-R0	GO:0003677,GO:0003700,GO:0048830
SpGA2022_002882-R0	GO:0003677,GO:0006355
SpGA2022_002883-R0	NA
SpGA2022_002884-R0	GO:0005515,GO:0006491
SpGA2022_002884-R1	GO:0005515,GO:0006491
SpGA2022_002885-R0	GO:0061630
SpGA2022_002885-R1	NA
SpGA2022_050598-R0	NA
SpGA2022_050599-R0	GO:0016491
SpGA2022_002887-R0	GO:0006405,GO:0017056
SpGA2022_002887-R1	GO:0006405,GO:0017056
SpGA2022_050601-R0	GO:0005515,GO:0008270
SpGA2022_002890-R0	GO:0005515,GO:0006749
SpGA2022_002892-R0	GO:0005515,GO:0006749
SpGA2022_002893-R0	GO:0006486,GO:0016757
SpGA2022_002894-R0	NA
SpGA2022_002895-R0	NA
SpGA2022_002896-R0	GO:0006270
SpGA2022_002897-R0	NA
SpGA2022_002898-R0	GO:0005515
SpGA2022_002899-R0	NA
SpGA2022_002900-R0	NA
SpGA2022_002901-R0	NA
SpGA2022_050602-R0	GO:0003700,GO:0005634
SpGA2022_050603-R0	NA
SpGA2022_002904-R0	NA
SpGA2022_002905-R0	NA
SpGA2022_002906-R0	NA
SpGA2022_002907-R0	NA
SpGA2022_002908-R0	NA
SpGA2022_002909-R0	NA
SpGA2022_050604-R0	GO:0004072,GO:0004412,GO:0006520,GO:0009067,GO:0016491,GO:0050661
SpGA2022_050605-R0	GO:0003677,GO:0003916,GO:0003918,GO:0005524,GO:0005694,GO:0006259,GO:0006265
SpGA2022_002912-R0	GO:0005525
SpGA2022_002913-R0	NA
SpGA2022_002914-R0	GO:0015297,GO:0016020,GO:0042910,GO:0055085
SpGA2022_002915-R0	GO:0015297,GO:0016020,GO:0042910,GO:0055085
SpGA2022_050606-R0	GO:0015297,GO:0016020,GO:0042910,GO:0055085
SpGA2022_002917-R0	GO:0016788
SpGA2022_002918-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_002919-R0	NA
SpGA2022_050607-R0	GO:0003676,GO:0005515
SpGA2022_002921-R0	NA
SpGA2022_002922-R0	GO:0003700,GO:0006355,GO:0045893
SpGA2022_002923-R0	GO:0008270
SpGA2022_002924-R0	NA
SpGA2022_002925-R0	NA
SpGA2022_002926-R0	NA
SpGA2022_002927-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_002928-R0	GO:0003824
SpGA2022_050608-R0	NA
SpGA2022_050609-R0	GO:0006281,GO:0030915
SpGA2022_002931-R0	NA
SpGA2022_050610-R0	NA
SpGA2022_002933-R0	NA
SpGA2022_050611-R0	GO:0005515
SpGA2022_050612-R0	NA
SpGA2022_050613-R0	GO:0005515,GO:0005634,GO:0006396,GO:0006397
SpGA2022_050614-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_050615-R0	NA
SpGA2022_002940-R0	NA
SpGA2022_002941-R0	NA
SpGA2022_002942-R0	GO:0006486,GO:0016757
SpGA2022_002943-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_050616-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002945-R0	NA
SpGA2022_002946-R0	NA
SpGA2022_002947-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_002948-R0	NA
SpGA2022_050617-R0	GO:0046373,GO:0046556
SpGA2022_002950-R0	NA
SpGA2022_050618-R0	GO:0005515
SpGA2022_002952-R0	NA
SpGA2022_050619-R0	GO:0015979,GO:0015995,GO:0016491,GO:0046872,GO:0048529
SpGA2022_002955-R0	NA
SpGA2022_002956-R0	GO:0005975,GO:0033926
SpGA2022_050620-R0	GO:0004519,GO:0006364,GO:0090730
SpGA2022_050621-R0	GO:0005515,GO:0008270
SpGA2022_002959-R0	GO:0016491
SpGA2022_002960-R0	GO:0005515
SpGA2022_002961-R0	GO:0051091
SpGA2022_002962-R0	NA
SpGA2022_002963-R0	GO:0003755
SpGA2022_002964-R0	GO:0004672,GO:0005509,GO:0005524,GO:0006468
SpGA2022_050622-R0	GO:0003700,GO:0006351,GO:0006355,GO:0043565
SpGA2022_002966-R0	GO:0005737,GO:0016787,GO:0016810
SpGA2022_002967-R0	GO:0003676
SpGA2022_002968-R0	GO:0043565
SpGA2022_050623-R0	GO:0016274,GO:0018216
SpGA2022_050624-R0	GO:0005525,GO:0005730
SpGA2022_050625-R0	GO:0005515
SpGA2022_050626-R0	NA
SpGA2022_002973-R0	GO:0005515
SpGA2022_002974-R0	GO:0005515,GO:0006749
SpGA2022_050627-R0	NA
SpGA2022_002976-R0	GO:0003677
SpGA2022_002977-R0	GO:0016747
SpGA2022_002978-R0	NA
SpGA2022_050628-R0	GO:0005634
SpGA2022_002980-R0	NA
SpGA2022_002981-R0	GO:0005524,GO:0006457,GO:0016887
SpGA2022_002982-R0	NA
SpGA2022_002983-R0	GO:0016021,GO:0055085
SpGA2022_002985-R0	GO:0005515
SpGA2022_050629-R0	NA
SpGA2022_002987-R0	GO:0016020
SpGA2022_002988-R0	NA
SpGA2022_050630-R0	GO:0005515,GO:0031519
SpGA2022_002990-R0	GO:0005515,GO:0008270
SpGA2022_002991-R0	NA
SpGA2022_002992-R0	GO:0003677,GO:0005634,GO:0006355
SpGA2022_050631-R0	GO:0030410,GO:0030418
SpGA2022_050632-R0	GO:0030410,GO:0030418
SpGA2022_050633-R0	GO:0006508,GO:0008236
SpGA2022_002995-R0	NA
SpGA2022_002996-R0	GO:0003700,GO:0006355
SpGA2022_002997-R0	NA
SpGA2022_050634-R0	GO:0004176,GO:0004252,GO:0005524,GO:0006508,GO:0006515,GO:0016887,GO:0030163
SpGA2022_050635-R0	GO:0003677,GO:0003678,GO:0005524,GO:0006270,GO:0032508,GO:0042555
SpGA2022_050636-R0	GO:0003723
SpGA2022_050637-R0	GO:0001522,GO:0003723,GO:0009451,GO:0009982
SpGA2022_050638-R0	NA
SpGA2022_050639-R0	GO:0004427,GO:0009678,GO:0016020,GO:1902600
SpGA2022_003002-R0	GO:0005524,GO:0006298,GO:0030983
SpGA2022_003003-R0	GO:0008270
SpGA2022_003004-R0	NA
SpGA2022_050640-R0	NA
SpGA2022_003006-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_050641-R0	NA
SpGA2022_003008-R0	GO:0005525,GO:0006886
SpGA2022_003009-R0	NA
SpGA2022_003010-R0	NA
SpGA2022_050642-R0	NA
SpGA2022_003012-R0	GO:0004553,GO:0005975
SpGA2022_050643-R0	GO:0000166,GO:0004812,GO:0004830,GO:0005524,GO:0006418,GO:0006436
SpGA2022_003014-R0	NA
SpGA2022_003016-R0	NA
SpGA2022_050644-R0	GO:0005515
SpGA2022_003018-R0	NA
SpGA2022_050645-R0	NA
SpGA2022_003020-R0	NA
SpGA2022_050646-R0	GO:0004176,GO:0004222,GO:0005524,GO:0006508,GO:0016887
SpGA2022_003022-R0	NA
SpGA2022_003023-R0	NA
SpGA2022_050647-R0	GO:0006629,GO:0008970
SpGA2022_003025-R0	NA
SpGA2022_003026-R0	NA
SpGA2022_003028-R0	GO:0006457,GO:0030544,GO:0051082
SpGA2022_050648-R0	GO:0005515,GO:0008237,GO:0016579,GO:0061578,GO:0070122,GO:0070536
SpGA2022_003030-R0	NA
SpGA2022_003031-R0	NA
SpGA2022_003032-R0	NA
SpGA2022_003033-R0	NA
SpGA2022_050649-R0	GO:0003756,GO:0005783
SpGA2022_003035-R0	NA
SpGA2022_003036-R0	NA
SpGA2022_003037-R0	NA
SpGA2022_050650-R0	GO:0003883,GO:0006221,GO:0006241
SpGA2022_003039-R0	NA
SpGA2022_003040-R0	NA
SpGA2022_003041-R0	NA
SpGA2022_003042-R0	NA
SpGA2022_003043-R0	NA
SpGA2022_050651-R0	GO:0016791
SpGA2022_003045-R0	GO:0005516
SpGA2022_003046-R0	NA
SpGA2022_003047-R0	NA
SpGA2022_050652-R0	NA
SpGA2022_003049-R0	GO:0003676
SpGA2022_003049-R1	GO:0003676
SpGA2022_003051-R0	NA
SpGA2022_003052-R0	NA
SpGA2022_003053-R0	GO:0010215,GO:0031225
SpGA2022_003054-R0	NA
SpGA2022_003055-R0	NA
SpGA2022_003056-R0	NA
SpGA2022_050654-R0	GO:0005515,GO:0005737,GO:0006606,GO:0061608
SpGA2022_003058-R0	NA
SpGA2022_003059-R0	NA
SpGA2022_003060-R0	GO:0016021,GO:0016757
SpGA2022_050655	NA
SpGA2022_050655-R0	NA
SpGA2022_003062-R0	NA
SpGA2022_050656-R0	NA
SpGA2022_050657-R0	GO:0005515,GO:0006355
SpGA2022_003065-R0	GO:0003824,GO:0004333,GO:0006106,GO:0045239
SpGA2022_050658-R0	GO:0003824,GO:0004630,GO:0006654,GO:0048017
SpGA2022_003067-R0	GO:0005515
SpGA2022_003068-R0	NA
SpGA2022_003069-R0	NA
SpGA2022_003070-R0	NA
SpGA2022_050659-R0	GO:0004721,GO:0006470,GO:0008138,GO:0009737,GO:0016311,GO:0016791,GO:0043622
SpGA2022_003072-R0	NA
SpGA2022_050660-R0	NA
SpGA2022_003074-R0	NA
SpGA2022_003075-R0	NA
SpGA2022_003076-R0	GO:0004857,GO:0030599,GO:0042545
SpGA2022_003077-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_003078-R0	NA
SpGA2022_050661-R0	GO:0005515
SpGA2022_003080-R0	NA
SpGA2022_050662-R0	GO:0004857,GO:0030599,GO:0042545
SpGA2022_003082-R0	GO:0004553,GO:0005975
SpGA2022_003083-R0	NA
SpGA2022_050663-R0	GO:0016627,GO:0050660
SpGA2022_003085-R0	GO:0005985,GO:0016157,GO:0016757
SpGA2022_003086-R0	NA
SpGA2022_003087-R0	GO:0005515
SpGA2022_050664-R0	GO:0005515
SpGA2022_003089-R0	NA
SpGA2022_003090-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_003091-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_003092-R0	NA
SpGA2022_003093-R0	NA
SpGA2022_003094-R0	NA
SpGA2022_050665-R0	NA
SpGA2022_003096-R0	NA
SpGA2022_003097-R0	GO:0003824
SpGA2022_003098-R0	GO:0003824
SpGA2022_003099-R0	NA
SpGA2022_050666-R0	GO:0003824
SpGA2022_050667-R0	GO:0003824
SpGA2022_050668-R0	GO:0003824
SpGA2022_050669-R0	NA
SpGA2022_050670-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_003105-R0	GO:0015297,GO:0016020,GO:0042910,GO:0055085
SpGA2022_003106-R0	NA
SpGA2022_003107-R0	GO:0003723
SpGA2022_003108-R0	GO:0003824,GO:0006631,GO:0016491,GO:0016616,GO:0070403
SpGA2022_050671-R0	NA
SpGA2022_050672-R0	GO:0003676
SpGA2022_003111-R0	NA
SpGA2022_003112-R0	NA
SpGA2022_003113-R0	NA
SpGA2022_050673-R0	GO:0000145,GO:0006904
SpGA2022_003115-R0	GO:0008168,GO:0032259
SpGA2022_003116-R0	GO:0008380,GO:0030532
SpGA2022_003117-R0	GO:0042732,GO:0048040,GO:0070403
SpGA2022_003118-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_050674-R0	NA
SpGA2022_050675-R0	GO:0042732,GO:0048040,GO:0070403
SpGA2022_003122-R0	GO:0006364,GO:0019843
SpGA2022_003123-R0	GO:0004857
SpGA2022_050676-R0	GO:0005515
SpGA2022_003125-R0	GO:0006633,GO:0016020,GO:0016746,GO:0016747
SpGA2022_003126-R0	NA
SpGA2022_003127-R0	NA
SpGA2022_003128-R0	NA
SpGA2022_003129-R0	NA
SpGA2022_003130-R0	NA
SpGA2022_003131-R0	NA
SpGA2022_050677-R0	NA
SpGA2022_003133-R0	GO:0005515
SpGA2022_003134-R0	GO:0004185,GO:0006508
SpGA2022_003135-R0	NA
SpGA2022_003135-R1	GO:0004842
SpGA2022_003136-R0	NA
SpGA2022_050679-R0	NA
SpGA2022_003138-R0	NA
SpGA2022_050680-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_003140-R0	NA
SpGA2022_050681-R0	GO:0005524,GO:0016021,GO:0042626,GO:0055085
SpGA2022_003141-R0	NA
SpGA2022_003142-R0	NA
SpGA2022_003143-R0	NA
SpGA2022_050682-R0	NA
SpGA2022_003146-R0	GO:0005524
SpGA2022_003147-R0	GO:0005524,GO:0016021,GO:0042626,GO:0055085
SpGA2022_003148-R0	GO:0005515
SpGA2022_003150-R0	GO:0005515
SpGA2022_050683-R0	GO:0004788,GO:0005524,GO:0006772,GO:0009229,GO:0030975
SpGA2022_003152-R0	NA
SpGA2022_050684-R0	GO:0005515,GO:0005524,GO:0016887
SpGA2022_050685-R0	NA
SpGA2022_003155-R0	GO:0003924,GO:0005525,GO:0009707,GO:0045036
SpGA2022_003155-R1	GO:0003924,GO:0005525,GO:0009707,GO:0045036
SpGA2022_003156-R0	GO:0005515
SpGA2022_050687-R0	GO:0016274,GO:0018216
SpGA2022_003158-R0	GO:0000030
SpGA2022_050688-R0	GO:0005515
SpGA2022_003160-R0	GO:0005515
SpGA2022_003161-R0	NA
SpGA2022_003162-R0	NA
SpGA2022_003163-R0	GO:0004488
SpGA2022_003164-R0	GO:0000166,GO:0003676,GO:0004812,GO:0004813,GO:0005524,GO:0006419,GO:0043039
SpGA2022_003165-R0	GO:0046872
SpGA2022_003166-R0	GO:0005515
SpGA2022_003167-R0	NA
SpGA2022_003168-R0	GO:0016021,GO:0016192
SpGA2022_003169-R0	GO:0004140,GO:0005524,GO:0015937
SpGA2022_050689-R0	GO:0009055,GO:0050660
SpGA2022_050690-R0	GO:0003676,GO:0004386,GO:0005515,GO:0005524,GO:0006310
SpGA2022_003172-R0	NA
SpGA2022_003173-R0	NA
SpGA2022_050691-R0	NA
SpGA2022_050692-R0	GO:0003677
SpGA2022_003176-R0	GO:0005509,GO:0009523,GO:0009654,GO:0015979,GO:0019898
SpGA2022_003177-R0	NA
SpGA2022_003178-R0	GO:0008168
SpGA2022_050693-R0	GO:0019888,GO:0030289
SpGA2022_003180-R0	GO:0000339,GO:0003723,GO:0005515,GO:0005846,GO:0016070,GO:0045292,GO:0051028
SpGA2022_003180-R1	GO:0000339,GO:0005846,GO:0016070,GO:0045292,GO:0051028
SpGA2022_003182-R0	GO:0001228,GO:0006355,GO:0016602,GO:0046982
SpGA2022_050695-R0	GO:0000175,GO:0003676
SpGA2022_003184-R0	GO:0016491
SpGA2022_050696-R0	GO:0008270
SpGA2022_003186-R0	NA
SpGA2022_050697-R0	NA
SpGA2022_050698-R0	GO:0015079,GO:0016020,GO:0071805
SpGA2022_050699-R0	NA
SpGA2022_003189-R0	GO:0003747,GO:0006415,GO:0016149
SpGA2022_003191-R0	GO:0000287,GO:0003924,GO:0005525
SpGA2022_003192-R0	NA
SpGA2022_003193-R0	GO:0005509,GO:0035303
SpGA2022_050700-R0	GO:0005515
SpGA2022_003195-R0	NA
SpGA2022_003196-R0	NA
SpGA2022_003197-R0	GO:0015035
SpGA2022_050701-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050702-R0	GO:0006629
SpGA2022_003200-R0	NA
SpGA2022_003201-R0	NA
SpGA2022_003202-R0	GO:0008270
SpGA2022_003203-R0	NA
SpGA2022_003204-R0	NA
SpGA2022_003205-R0	GO:0005515,GO:0008270
SpGA2022_003206-R0	NA
SpGA2022_003207-R0	NA
SpGA2022_003208-R0	NA
SpGA2022_050703-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_003210-R0	NA
SpGA2022_003211-R0	NA
SpGA2022_003212-R0	GO:0051168
SpGA2022_003213-R0	NA
SpGA2022_003214-R0	GO:0005515
SpGA2022_003215-R0	NA
SpGA2022_050704-R0	GO:0000272,GO:0016161
SpGA2022_050705-R0	GO:0005515
SpGA2022_003218-R0	NA
SpGA2022_050706-R0	GO:0000124
SpGA2022_050707-R0	GO:0005515,GO:0008270
SpGA2022_003221-R0	GO:0006633,GO:0031177
SpGA2022_003222-R0	NA
SpGA2022_050708-R0	GO:0000911,GO:0000914,GO:0004672,GO:0005524,GO:0006468,GO:0008017
SpGA2022_003224-R0	NA
SpGA2022_050709-R0	GO:0003824,GO:0003855,GO:0004764,GO:0019632,GO:0050661
SpGA2022_003226-R0	GO:0003676,GO:0003723,GO:0003729,GO:0005634,GO:0005737,GO:0006396
SpGA2022_050710-R0	GO:0003676,GO:0003723,GO:1990904
SpGA2022_003229-R0	NA
SpGA2022_003230-R0	NA
SpGA2022_003231-R0	GO:0007165
SpGA2022_003232-R0	NA
SpGA2022_003233-R0	GO:0006357,GO:0016538
SpGA2022_050711-R0	GO:0003676,GO:0003677,GO:0003678,GO:0004386,GO:0005524,GO:0005634,GO:0006139,GO:0006289,GO:0016818
SpGA2022_050712-R0	NA
SpGA2022_003237-R0	GO:0006120
SpGA2022_050713-R0	GO:0003697,GO:0009908
SpGA2022_003238-R0	NA
SpGA2022_050714-R0	NA
SpGA2022_050715-R0	GO:0047834
SpGA2022_003242-R0	GO:0003676
SpGA2022_003243-R0	GO:0003824,GO:0006520,GO:0008483,GO:0009058,GO:0030170
SpGA2022_003244-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_050716-R0	GO:0003677,GO:0005634
SpGA2022_003246-R0	GO:0005515
SpGA2022_003247-R0	NA
SpGA2022_003248-R0	GO:0016787
SpGA2022_003249-R0	NA
SpGA2022_003250-R0	NA
SpGA2022_050717-R0	GO:0003729,GO:0005515
SpGA2022_003251-R0	NA
SpGA2022_050718-R0	GO:0005515
SpGA2022_003254-R0	NA
SpGA2022_003255-R0	NA
SpGA2022_003256-R0	NA
SpGA2022_003257-R0	GO:0005515
SpGA2022_003258-R0	NA
SpGA2022_050719-R0	GO:0005515
SpGA2022_003260-R0	NA
SpGA2022_050720-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050721-R0	NA
SpGA2022_003263-R0	NA
SpGA2022_003264-R0	NA
SpGA2022_003265-R0	NA
SpGA2022_003266-R0	NA
SpGA2022_003267-R0	NA
SpGA2022_050722-R0	NA
SpGA2022_050723-R0	GO:0003824,GO:0005524,GO:0006090,GO:0016301,GO:0016310,GO:0016772,GO:0050242
SpGA2022_003270-R0	NA
SpGA2022_050724-R0	GO:0008381,GO:0016021
SpGA2022_003272-R0	GO:0000162,GO:0004834,GO:0006568
SpGA2022_050725-R0	GO:0043531
SpGA2022_050726-R0	NA
SpGA2022_003275-R0	GO:0006979,GO:0016671,GO:0030091,GO:0033743
SpGA2022_003276-R0	NA
SpGA2022_003277-R0	NA
SpGA2022_003278-R0	NA
SpGA2022_003279-R0	GO:0003723,GO:0003735,GO:0005840,GO:0006412
SpGA2022_050727-R0	GO:0055085
SpGA2022_050728-R0	GO:0004672,GO:0005524,GO:0005675,GO:0006468,GO:0008353,GO:0070985
SpGA2022_003282-R0	GO:0005515
SpGA2022_050729-R0	NA
SpGA2022_003284-R0	NA
SpGA2022_003285-R0	NA
SpGA2022_050730-R0	GO:0005978,GO:0008878,GO:0009058,GO:0016779
SpGA2022_003287-R0	NA
SpGA2022_003288-R0	GO:0016491
SpGA2022_003289-R0	NA
SpGA2022_003290-R0	GO:0003677,GO:0006355
SpGA2022_003291-R0	NA
SpGA2022_003292-R0	GO:0008641,GO:0019781,GO:0045116
SpGA2022_003293-R0	NA
SpGA2022_003294-R0	NA
SpGA2022_003295-R0	NA
SpGA2022_003296-R0	GO:0004721,GO:0005634,GO:0006397
SpGA2022_003297-R0	GO:0015267,GO:0016020,GO:0055085
SpGA2022_003298-R0	NA
SpGA2022_050731-R0	GO:0004190,GO:0006508
SpGA2022_003300-R0	NA
SpGA2022_050732-R0	GO:0046872
SpGA2022_003302-R0	GO:0046983
SpGA2022_050733-R0	GO:0016021
SpGA2022_003304-R0	GO:0003676
SpGA2022_003305-R0	NA
SpGA2022_050734-R0	NA
SpGA2022_050735-R0	NA
SpGA2022_050736-R0	GO:0016020
SpGA2022_050737-R0	GO:0003824,GO:0004553,GO:0005975,GO:0019156,GO:0019252
SpGA2022_003310-R0	NA
SpGA2022_050738-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_003311-R0	NA
SpGA2022_050739-R0	GO:0005515,GO:0008270
SpGA2022_003313-R0	NA
SpGA2022_050740-R0	GO:0005515
SpGA2022_003316-R0	GO:0006397
SpGA2022_050741-R0	GO:0000145,GO:0006904
SpGA2022_050742-R0	GO:0005515
SpGA2022_050743-R0	GO:0003676
SpGA2022_050744-R0	GO:0016592,GO:2000762
SpGA2022_003321-R0	GO:0005515
SpGA2022_003322-R0	GO:0005784,GO:0006886
SpGA2022_003323-R0	GO:0006633,GO:0031177
SpGA2022_050745-R0	NA
SpGA2022_050746-R0	NA
SpGA2022_003326-R0	GO:0030599,GO:0042545
SpGA2022_050747-R0	GO:0006629
SpGA2022_003328-R0	GO:0004806,GO:0006629
SpGA2022_003329-R0	GO:0005509
SpGA2022_003330-R0	NA
SpGA2022_050748-R0	GO:0008168
SpGA2022_003332-R0	NA
SpGA2022_003333-R0	NA
SpGA2022_003334-R0	GO:0005515,GO:0099402
SpGA2022_003334-R1	GO:0005515,GO:0099402
SpGA2022_050750-R0	NA
SpGA2022_050751-R0	NA
SpGA2022_003335-R0	NA
SpGA2022_003336-R0	GO:0003824
SpGA2022_003337-R0	NA
SpGA2022_050752-R0	GO:0005524,GO:0070615
SpGA2022_003339-R0	GO:0005515
SpGA2022_003340-R0	GO:0003885,GO:0016020,GO:0016491,GO:0016633,GO:0016899,GO:0050660,GO:0071949
SpGA2022_003341-R0	NA
SpGA2022_050753-R0	GO:0015095,GO:0015693,GO:0016021
SpGA2022_050754-R0	NA
SpGA2022_003344-R0	GO:0015035
SpGA2022_003345-R0	GO:0005096,GO:0005543
SpGA2022_003346-R0	NA
SpGA2022_050755-R0	GO:0044237
SpGA2022_050756-R0	GO:0005515
SpGA2022_050757-R0	GO:0005509,GO:0005544
SpGA2022_003352-R0	GO:0000266,GO:0005515
SpGA2022_003353-R0	GO:0000266,GO:0005515
SpGA2022_003354-R0	GO:0046872
SpGA2022_003355-R0	NA
SpGA2022_003356-R0	NA
SpGA2022_003357-R0	GO:0003896,GO:0006269
SpGA2022_003358-R0	NA
SpGA2022_003359-R0	NA
SpGA2022_050758-R0	NA
SpGA2022_003361-R0	NA
SpGA2022_050759-R0	GO:0003824,GO:0004553,GO:0004565,GO:0005975,GO:0009341,GO:0016798,GO:0030246
SpGA2022_050760-R0	GO:0000178,GO:0003723
SpGA2022_003364-R0	NA
SpGA2022_050761-R0	GO:0003824,GO:0004356,GO:0006542,GO:0006807
SpGA2022_050762-R0	GO:0005515
SpGA2022_003367-R0	GO:0000166,GO:0003676,GO:0004812,GO:0004816,GO:0005524,GO:0006418,GO:0006421
SpGA2022_003368-R0	GO:0010011
SpGA2022_050763-R0	NA
SpGA2022_050764-R0	GO:0006396
SpGA2022_050765-R0	GO:0005515,GO:0008270
SpGA2022_003371-R0	NA
SpGA2022_003372-R0	GO:0003677,GO:0003824,GO:0004518,GO:0006281,GO:0035312
SpGA2022_003373-R0	NA
SpGA2022_050766-R0	GO:0004672,GO:0004842,GO:0005515,GO:0005524,GO:0006468,GO:0006952,GO:0009738,GO:0016567
SpGA2022_050767-R0	NA
SpGA2022_050768-R0	GO:0005515,GO:0046856
SpGA2022_050769-R0	GO:0004722,GO:0005515,GO:0006470,GO:0016791
SpGA2022_003378-R0	GO:0006629
SpGA2022_003379-R0	NA
SpGA2022_050770-R0	GO:0004553,GO:0005975,GO:0033947
SpGA2022_003381-R0	GO:0006629
SpGA2022_003382-R0	NA
SpGA2022_003383-R0	NA
SpGA2022_003384-R0	NA
SpGA2022_003385-R0	NA
SpGA2022_003386-R0	NA
SpGA2022_050771-R0	GO:0005515
SpGA2022_050772-R0	NA
SpGA2022_050773-R0	GO:0005524,GO:0016021,GO:0042626,GO:0055085
SpGA2022_050774-R0	NA
SpGA2022_050775-R0	NA
SpGA2022_003392-R0	NA
SpGA2022_003393-R0	NA
SpGA2022_050776-R0	GO:0007165
SpGA2022_003395-R0	NA
SpGA2022_003396-R0	NA
SpGA2022_003397-R0	NA
SpGA2022_050777-R0	GO:0016757
SpGA2022_003399-R0	NA
SpGA2022_050778-R0	GO:0005515
SpGA2022_050779-R0	GO:0003951,GO:0006741,GO:0019674
SpGA2022_050780-R0	GO:0009765,GO:0016020
SpGA2022_003402-R0	NA
SpGA2022_050781-R0	NA
SpGA2022_050782-R0	GO:0003824,GO:0006537,GO:0006807,GO:0015930,GO:0016491,GO:0016638
SpGA2022_003405-R0	NA
SpGA2022_050783-R0	GO:0003824,GO:0016788
SpGA2022_003408-R0	GO:0004190,GO:0006508
SpGA2022_003409-R0	NA
SpGA2022_003410-R0	NA
SpGA2022_003411-R0	NA
SpGA2022_003412-R0	NA
SpGA2022_003413-R0	NA
SpGA2022_003414-R0	NA
SpGA2022_003415-R0	NA
SpGA2022_003416-R0	GO:0016307,GO:0046488
SpGA2022_003417-R0	NA
SpGA2022_050784-R0	NA
SpGA2022_003419-R0	NA
SpGA2022_003420-R0	NA
SpGA2022_003421-R0	GO:0005524,GO:0016020,GO:0042626
SpGA2022_003422-R0	NA
SpGA2022_003423-R0	NA
SpGA2022_050785-R0	NA
SpGA2022_050786-R0	GO:0005515,GO:0043531
SpGA2022_003426-R0	GO:0005515,GO:0043531
SpGA2022_050787-R0	NA
SpGA2022_003428-R0	GO:0004518,GO:0005515,GO:0006281
SpGA2022_003428-R1	GO:0004518,GO:0006281
SpGA2022_050789-R0	GO:0000166,GO:0005388,GO:0005516,GO:0005524,GO:0016020,GO:0016021,GO:0016887,GO:0070588
SpGA2022_050790-R0	GO:0005515
SpGA2022_003431-R0	NA
SpGA2022_050791-R0	NA
SpGA2022_003432-R0	NA
SpGA2022_003433-R0	NA
SpGA2022_003434-R0	GO:0005515
SpGA2022_050792-R0	NA
SpGA2022_050793-R0	NA
SpGA2022_050794-R0	NA
SpGA2022_003437-R0	NA
SpGA2022_003439-R0	GO:0005515
SpGA2022_050795-R0	GO:0004553,GO:0005975
SpGA2022_050796-R0	GO:0004553,GO:0005975
SpGA2022_050797-R0	GO:0000172,GO:0001682,GO:0005655
SpGA2022_003442-R0	GO:0004601,GO:0006979,GO:0020037,GO:0042744
SpGA2022_050798-R0	GO:0004134,GO:0005975,GO:0030246,GO:2001070
SpGA2022_003444-R0	NA
SpGA2022_003445-R0	GO:0003824,GO:0016831,GO:0019752,GO:0030170
SpGA2022_003446-R0	NA
SpGA2022_003447-R0	NA
SpGA2022_050799-R0	NA
SpGA2022_050800-R0	GO:0005524,GO:0006457,GO:0009408,GO:0031072,GO:0051082
SpGA2022_003450-R0	GO:0005854
SpGA2022_003451-R0	GO:0003690,GO:0006355
SpGA2022_003452-R0	NA
SpGA2022_003453-R0	NA
SpGA2022_003454-R0	NA
SpGA2022_003455-R0	GO:0004869
SpGA2022_050801-R0	GO:0005515
SpGA2022_003457-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_050802-R0	GO:0005524,GO:0015995,GO:0016851
SpGA2022_003459-R0	NA
